WorkID,WorkTitle,Year,Country,Genre,TechRef,TechUsed,Topic,Sentiment,Situation,SituationID,Characters,CharactersID
2477,"Bouvetøya 2052",2015,Norway,"Narrative, Novel","Holograms, Virtual reality",,"Climate Change, Competition, Dystopian","Fun, Misleading, Oppressive","Bouvetøya 2052 (Grol and Armin are using holograms to look at the Bouvet Island), Bouvetøya 2052 (Julian is looking at and adjusting holograms), Bouvetøya 2052 (A fake hologram of Wu Lo is updating the contestants)","2480, 2484, 2491","Grol (Bouvetøya 2052), Armin (Bouvetøya 2052) , Julian Makowski, Wu Lo (Bouvetøya 2052)","2478, 2479, 2483, 2486"
3082,Revolt,2015,"United Kingdom","Narrative, Music video","Drones, Facial recognition, Object recognition","Virtual reality","AI, Dystopian, Inequality, Physical violence, War","Dangerous, Hostile, Oppressive","Revolt (Viewer is unable to revolt)",3083,,
2052,"The Martian",2015,"United Kingdom, United States","Narrative, Movie","Camera, Satellite images, Surveillance cameras, Webcams",,"Labour, Surveillance","Empowering, Exciting, Helpful","The Martian (Surveillance camera), The Martian (Pathfinder camera), The Martian (Satellite surveillance), The Martian (Helmet Camera)","2146, 2147, 2131, 2132","Mark Watney , Mindy Park","2050, 2130"
2412,"The Expanse",2015,"United States","Narrative, TV series or episode","AI, Augmented reality, Body scans, Holograms, Ocular implant, Satellite images, Surveillance cameras",,"Companionship, Conflict, Inequality, War","Empowering, Helpful","The Expanse (Spaceship cameras scan and reveal), The Expanse (Naomi is recognised by the ship), The Expanse (AR to retrace flight course) , The Expanse (Cybernetic eye without connection)","2417, 2422, 2423, 2908","Naomi Nagata, Josephus Miller, Alex Kamal , James Holden, Kenzo","2414, 2420, 2421, 2909, 2910"
2148,"Star Wars (Episode: 7, 8 & 9)",2015,"United States","Narrative, Movie","Augmented reality, Body scans, Holograms, Object recognition, Surveillance cameras",,"Conflict, Physical violence, Robots/androids, War","Dangerous, Empowering, Helpful","Star Wars: Episode VII - The Force Awakens (Object recognition) , Star Wars: Episode VII - The Force Awakens (Surveillance cameras), Star Wars: Episode VII - The Force Awakens (Holograms for planning), Star Wars: Episode VIII - The Last Jedi (Snoke uses a hologram and interacts physically through it), Star Wars: Episode VIII - The Last Jedi (R2-D2 Creates a hologram of Luke Skywalker's memory)","2165, 2167, 3269, 2175, 2176","Rey Skywalker, Finn, Han Solo , Leia Skywalker Organa Solo, Luke Skywalker , Snoke, R2-D2, C-3PO, General Hux","2154, 2155, 2157, 2159, 2160, 2161, 2163, 2164, 2172"
210,"10.000 Moving Cities – Same but Different, VR",2016,Switzerland,"Art, Installation art","Cameraphone, Webcams","Virtual reality","City, Social Media",Overwhelming,"10.000 Moving Cities – Same but Different (Social Media Cities in Virtual Space)",322,,
1642,"A Closed and Common Orbit",2016,"United States","Narrative, Novel","AI, Surveillance cameras, UGV",,"AI, Family, Grief, Identity","Empowering, Intimate","A Closed and Common Orbit (AI gets a body kit), A Closed and Common Orbit (Sidra gets petbots)","1644, 1645",Sidra,1643
332,Alone,2016,Norway,"Narrative, Music video","Augmented reality, Webcams",Filtering,"City, Companionship, Identity, Nature","Empowering, Helpful, Prosocial, Protective","Alone (Webcams), Alone (Surveillance cameras), Alone (Augmented Reality)","333, 334, 335","""Alan Walker"", Walkers (Alan Walker fans)","1776, 1777"
2035,"Animal Classifier",2016,"South Korea","Art, Installation art",,"Object recognition","AI, Animals",Flawed,"Animal Classifier (classifying images of animals)",2537,,
2810,"Arc of a Scythe (series)",2016,"United States","Narrative, Novel","AI, Body scans, Surveillance cameras",,"AI, Crime, Dystopian, Inequality, Physical violence","Intimate, Intrusive, Prosocial, Protective","Arc of a Scythe (Thunderhead watches everyone), Arc of a Scythe (Hiding from Thunderhead), Arc of a Scythe (Thunderhead's pain), Arc of a Scythe (New AI is giddy with power)","2861, 2859, 2862, 2865","Thunderhead, Citra Terranova/Scythe Anastasia, Rowan Damish, Greyson","2857, 2858, 2860, 2863"
47,Beholder,2016,Russia,Game,"Surveillance cameras",,"Conflict, Crime, Dystopian, Inequality, Surveillance","Intrusive, Oppressive","Beholder (Landlord monitoring tenants)",398,Carl,397
1535,"Cloud Index",2016,"United Kingdom",Art,,"Image generation, Machine learning, Satellite images",AI,"Misleading, Wondrous","Cloud Index (generating preditctions)",1565,,
2031,"Digital skin",2016,"Italy, United States","Art, Photograph/print/painting",,"3D scans, Camera, Image generation",Identity,"Alien, Creepy, Intimate","Digital skin (changing skin)",2533,"Strangers (Digital Skin)",2534
1556,"Emotion Hero",2016,Netherlands,Game,,"Cameraphone, Emotion recognition","AI, Playful, Surveillance","Exciting, Flawed","Emotion Hero (controlling the face)",1688,,
839,Goliath,2016,"United States","Narrative, TV series or episode","Surveillance cameras",,"Crime, Inequality, Surveillance","Creepy, Empowering, Intimate, Intrusive","Goliath (Cooperman spying on employers), Goliath (Billy dodging drone)","842, 865","Donald Cooperman, Cooperman McBride, Billy McBride","840, 841, 864"
1181,H.I.T.,2016,"United Kingdom, Netherlands","Art, Performance art","Machine learning, Object recognition",,"Automation, Labour","Exciting, Flawed, Fun, Subversive","H.I.T (developing an image recognition algorithm)",1180,"Game show contestants (H.I.T)",1179
127,"Has Anyone Else Used ExpressionCaptioner?",2016,,"Narrative, Creepypasta","Emotion recognition, Facial recognition",,"Horror, Robots/androids",Hostile,"Has Anyone Else Used ExpressionCaptioner? (Emotion recognition)",547,"Narrator (Expression captioner)",3231
360,"Hell No",2016,"United States","Narrative, Music video",,"Cameraphone, Facial recognition, Filtering","Playful, Social Media","Exciting, Fun","Hell No (Filtering)",359,"""Ingrid Michaelson""",788
2677,"Hyper Reality",2016,"Colombia, United Kingdom","Narrative, Movie","Augmented reality, Biometrics, Motion tracking, Virtual reality",,"City, Identity","Dangerous, Flawed, Intrusive, Overwhelming","Hyper Reality (Juliana`s account gets hacked)",2679,"Juliana Restrepo, Unknown hacker (Hyper reality)","2678, 2680"
25,"In the Robot Skies: A Drone Love Story",2016,Australia,"Narrative, Online video","Augmented reality, Drones, Emotion recognition, Facial recognition, Object recognition",Drones,"Autonomous vehicles, City, Companionship, Romantic relationship, Surveillance","Empowering, Fun, Hostile, Oppressive, Prosocial","In the Robot Skies: A Drone Love Story (Private Drone exchanging), In the Robot Skies: A Drone Love Story (Drone surveilling council residents)","449, 450","Tamir, Jazz","945, 944"
1666,MEMEMEME#selfie,2016,"Brazil, United States","Art, Installation art",,"Cameraphone, Object recognition","Consciousness, Playful, Robots/androids","Fun, Prosocial","MEMEMEME#selfie (smartphone making selfie of it self)",1917,,
44,Orwell,2016,Germany,Game,"Biometrics, Facial recognition, Surveillance cameras",,"Conflict, Crime, Dystopian, Identity, Surveillance","Intrusive, Misleading","Orwell (Identification)",681,"Cassandra Watergate",880
49,"Pokémon Go",2016,,Game,,"Augmented reality, Cameraphone","Animals, Companionship, Competition, Playful","Exciting, Fun","Pokémon Go (Augmented reality)",276,Pokémon,1014
1675,"Pontos cegos / Blind spots",2016,Brazil,"Art, Performance art, Installation art",,"Surveillance cameras","City, Hacking, Surveillance",,"Pontos cegos / Blind spots (exposing surveillance cameras)",2738,,
595,"Primal Tourism",2016,Denmark,"Art, Installation art",,"Satellite images, Virtual reality","Climate Change, Nature",Wondrous,"Primal Tourism (Virtual Replica)",594,,
574,Reflectacles,2016,"United States",Art,"Facial recognition, Surveillance cameras",,"Hacking, Surveillance","Dangerous, Flawed, Hostile, Intrusive, Oppressive","Reflectacles (Wearing infrared-blocking glasses)",573,,
1483,"Self-portrait of an absence",2016,Brazil,"Art, Video art, Performance art",,"Motion tracking","Cyborgs, Identity","Alien, Intimate","Self-portrait of an absence (scanning a blind eye)",1546,,
1505,"Surveillance Exclusion",2016,Netherlands,Art,"Facial recognition",,"Hacking, Surveillance","Flawed, Intrusive","Surveillance Exclusion (Privacy mask)",1551,,
3171,"The Argus Project",2016,"United States","Art, Video art, Installation art","Cameraphone, Surveillance cameras",Camera,"Physical violence, Race, Surveillance","Empowering, Protective","The Argus Project (armor with cameras)",3173,Argus,3172
1649,"The Coded Gaze: Unmasking Algorithmic Bias",2016,"United States, Ghana","Art, Video art","Facial recognition, Machine learning",,"AI, Hacking, Inequality, Race","Empowering, Flawed, Oppressive","The Coded Gaze: Unmasking Algorithmic Bias (face detection failing)",1650,"""Joy Buolamwini""",269
615,"The Flower of Shazui",2016,China,"Narrative, Short story","Augmented reality, Body scans, Facial recognition",,"City, Companionship, Crime, Hacking, Nudity, Sex, Surveillance",,"The Flower of Shazui (Shaman predicts future), The Flower of Shazui (Augmented reality contact lenses)","616, 1463","Big Sister Shen, Snow Lotus, Anonymous individual","644, 1462, 783"
217,"The Virtual Watchers",2016,Spain,"Art, Online art","Surveillance cameras",,"Conflict, Inequality, Race, Social Media, Surveillance",Oppressive,"The Virtual Watchers (Surveilling the border)",244,"Immigrant group (The Virtual Watchers)",710
112,"Totally Normal",2016,"United States","Narrative, TV series or episode, Online video","Augmented reality, Body scans, Drones",,"Companionship, Playful","Exciting, Fun, Intimate","Totally Normal (Augmented reality)",459,"AR girl",690
206,U,2016,"South Korea, United States","Art, Installation art","AI, Machine learning, Surveillance cameras",,"AI, Automation, City, Labour, Surveillance","Alien, Intimate, Intrusive, Oppressive, Overwhelming","U (Reenacting the Control Room)",522,"Call (U), Rita (U), Alex (U), Therapist (U)","521, 524, 523, 759"
417,"Why Him?",2016,"United States","Narrative, Movie","AI, Cameraphone, Facial recognition, Object recognition, Surveillance cameras",,"Family, Romantic relationship","Alien, Exciting, Neutral","Why Him? (Stephanie scans her face)",416,"Stephanie Flemming, The Flemming Family","418, 804"
3161,"Zanan Disruption",2016,"United States, Iran","Art, Photograph/print/painting",,"Interactive panoramas","City, Gender, Identity","Empowering, Subversive","Zanan Disruption (placing statues)",3162,,
2628,Dystopia,2016,"United States","Narrative, Music video",Drones,,"Cyborgs, Physical violence, War","Flawed, Hostile","Dystopia (Cyborg hacks drones)",2630,"""Megadeath"", Scary Skull Cyborg","2627, 2629"
1946,"Captain America: The Winter soldier",2016,"United States","Narrative, Movie","Body scans, Holograms, Surveillance cameras",,"AI, Grief, Hacking, Surveillance, War","Empowering, Fun, Helpful, Hostile","Captain America: The Winter soldier (Hologram meeting), Captain America: The Winter soldier (Fury gets ambushed)","2151, 2152","Nick Fury, Alexander Pierce","2149, 2150"
2372,Cosmodrama,2016,France,"Narrative, Movie","Biometrics, Body scans, Camera, Image generation, Machine learning, MicroscopeOrTelescope",,"Animals, Companionship, Consciousness, Identity, Nature, Sex","Alien, Exciting, Helpful, Wondrous","Cosmodrama (Woman of the waves appears on screen) , Cosmodrama (Monkey brain tests)","2377, 2381","Reporter (Cosmodrama) , Astronomer (Cosmodrama) , La femme des ondes/ the woman from the waves (Cosmodrama) , Monkey (Cosmodrama) , The Physiologist (Cosmodrama)","2373, 2374, 2375, 2379, 2380"
1898,"The Last One",2016,"United States","Narrative, Novel","Camera, Drones, Emotion recognition, Surveillance cameras",,"Companionship, Competition, Conflict, Dystopian, Free will, Horror, Physical violence, Social Media, Surveillance","Creepy, Exciting, Intrusive, Oppressive, Overwhelming","The Last One (Reality Show) , The Last One (news camera), The Last One (drone)","1929, 1937, 1928","Zoo, Producers (The Last One)","1925, 1927"
1881,Arrival,2016,"Canada, United States","Narrative, Movie","Satellite images, Surveillance cameras, Webcams",,"Conflict, Grief","Helpful, Prosocial, Protective","Arrival (Satellite feed of China)",1884,"Ian Donnelly, Colonel Weber","1880, 1883"
2208,3%,2016,Brazil,"Narrative, TV series or episode","Emotion recognition, Facial recognition, Motion tracking, Object recognition, Satellite images, Surveillance cameras",,"Competition, Dystopian",Neutral,"3% (Emotion Recognition in Interviews), 3% (Surveillance Cameras in Streets), 3% (Facial Recognition in Surveillance Footage)","2204, 2205, 2207","Ezequiel, Aline, Interviewed Young Adults (3%)","2201, 2202, 2964"
1852,"Rogue One: A Star Wars Story",2016,"United Kingdom","Narrative, Movie","Biometrics, Holograms, MicroscopeOrTelescope, Motion tracking, Non-Visible Spectrum",,"Conflict, Dystopian, Family, Identity, War",Empowering,"Rogue One: A Star Wars Story (Hologram of Galen Erso), Rogue One: A Star Wars Story (Observing hostile situation from afar), Rogue One: A Star Wars Story (Scans hand to get into imperial safe)","2017, 2018, 2020","Cassian Andor, Bodhi Rook, Jyn Erso, Saw Gerrera","2011, 2012, 2014, 2016"
2222,Passengers,2016,"Norway, United States","Narrative, Movie","Body scans, Holograms, Motion tracking, Surveillance cameras",,"Companionship, Robots/androids, Romantic relationship","Exciting, Helpful, Hostile","Passengers (Full body hologram of a crewmember) , Passengers (Use of a camera to interact with someone), Passengers (Surveillance cameras in the spaceship), Passengers (Hologram of the spaceship), Passengers (Full body scan to determine the symptoms), Passengers (Space helmet used to track a body)","2265, 2266, 2267, 2268, 2269, 2270","Jim Preston, Aurora Lane, Gus Mancuso","2262, 2263, 2264"
881,>observer_,2017,Poland,Game,"Augmented reality, Biometrics, Body scans, Holograms, Non-Visible Spectrum, Object recognition",,"Conflict, Cyborgs, Dystopian, Family, Hacking, Horror","Creepy, Helpful",">observer_ (Augmented visions), >observer_ (Holographic projections), >observer_ (Neural police analysing mind VR)","1012, 1013, 3249","Daniel Lazarski",1011
2672,"A Date in 2025",2017,"United States","Narrative, Movie","AI, Virtual reality",,"AI, Companionship, Romantic relationship","Helpful, Prosocial","A Date in 2025 (Daniel dating Amber)",2675,"Daniel, Amber","2673, 2674"
2940,"Assembly Line",2017,"United States, Poland",Art,"Facial recognition, Machine learning","Cameraphone, Image generation","AI, Economy, Hacking, Labour","Oppressive, Subversive","Assembly Line (Compensating AMT labor)",2983,"AMT workers (Assembly Line)",2982
153,Autonomous,2017,"United States","Narrative, Novel","Augmented reality, Biometrics, Drones, Emotion recognition, Facial recognition, Machine learning, Satellite images, Surveillance cameras",,"Companionship, Consciousness, Crime, Dystopian, Free will, Gender, Inequality, Physical violence, Robots/androids, Romantic relationship, Sex, Surveillance","Helpful, Intimate, Oppressive","Autonomous (Paladin hacks the sprinklers), Autonomous (Paladin in love), Autonomous (Paladin loses facial recognition)","3140, 3142, 3143","Paladin, Eliasz","3139, 3141"
212,"Autonomous Trap 001",2017,"United Kingdom","Art, Video art, Performance art","Machine learning, Object recognition",,"AI, Autonomous vehicles, Hacking",Flawed,"Autonomous Trap 001 (Trapping a Self-Driving Car)",300,,
316,Awake,2017,"United States","Narrative, Movie, Online video",,Drones,"Conflict, Family, Identity, Inequality, Nature, Physical violence, Race, Surveillance",Helpful,"Awake (Drone getting shot), Awake (Drones documenting oppression)","315, 317",,
1613,"Behold these Glorious Times!",2017,"United States","Art, Video art","Emotion recognition, Facial recognition, Image generation, Machine learning, Object recognition",,"AI, Labour","Alien, Intimate, Overwhelming","Behold these Glorious Times! (producing training data)",1614,,
1747,"Brooklyn Nine-Nine: The Fugitive Part 1",2017,"United States","Narrative, TV series or episode","Body scans, Drones, MicroscopeOrTelescope, Non-Visible Spectrum, Satellite images, Surveillance cameras",,"Competition, Crime, Playful, Surveillance","Exciting, Helpful","Brooklyn Nine-Nine: The Fugitive Part 1 (Thermal imaging shows ovulation), Brooklyn Nine-Nine: The Fugitive Part 1 (DHS surveillance van), Brooklyn Nine-Nine: The Fugitive Part 1 (Drone shows the score)","1757, 1758, 1759","Jake Peralta, Amy Santiago, Charles Boyle, Terry Jeffords","1753, 1754, 1755, 1756"
2935,Classification.01,2017,"United States","Art, Installation art",,"Facial recognition, Machine learning","AI, Identity","Intimate, Intrusive","Classification.01 (classifying similarity)",2936,,
3205,"Deep Down Tidal",2017,"French Guiana","Art, Video art","Cameraphone, Drones, Object recognition","Object recognition, Satellite images","Inequality, Nature, Race, Social Media, Surveillance","Flawed, Oppressive","Deep Down Tidal (bias image search)",3207,"Woman with smartphone (Deep Down Tidal)",3206
203,"deus X mchn",2017,Russia,"Art, Installation art","Machine learning, Surveillance cameras","Machine learning, Surveillance cameras","AI, Hacking, Surveillance","Alien, Flawed, Hostile, Intrusive","deus X mchn (Haunted surveillance cameras)",525,,
1495,"Dirty Data",2017,"Turkey, United Kingdom","Art, Video art",,"Image generation, Machine learning",AI,"Alien, Creepy, Flawed","Dirty Data (training with dirty data)",1519,,
110,"Drawing Operations",2017,China,"Art, Performance art",,"Machine learning","AI, Companionship, Robots/androids","Exciting, Helpful","Drawing Operations (Robot collaborates on painting)",424,,
92,"Face Your Feelings",2017,"United Kingdom",Game,"Emotion recognition","Cameraphone, Emotion recognition","Empathy, Identity, Playful","Fun, Intimate","Face Your Feelings (Mimicking emotions)",707,,
613,"Facial recognition",2017,"India, United Kingdom","Narrative, Short story","Facial recognition",,"Crime, Economy, Identity, Physical violence, Robots/androids, Sex",,"Facial Recognition (plastic surgery)",761,"Plastic surgeons",784
116,"Fall of the House of Usher",2017,"United Kingdom",Art,,"Machine learning","AI, Horror, Labour","Alien, Creepy, Exciting","Fall of the House of Usher (Machine reinterpreting visuals)",986,,
2036,Flower,2017,"South Korea","Art, Video art",,"Image generation, Object recognition","AI, Nature",Alien,"Flower (recognizing distorted flowers)",2551,,
1859,"Get Even",2017,Poland,Game,"Biometrics, Cameraphone, Non-Visible Spectrum, Virtual reality",,"Consciousness, Crime, Horror",,"Get Even (Phone for extended vision and analysis), Get Even (Remembering the past with VR headset)","3093, 3095","Cole Black, Robert ""Red"" Ramsey","3094, 3096"
1434,Gnomon,2017,"United Kingdom","Narrative, Novel","AI, Facial recognition, Ocular implant, Surveillance cameras",,"AI, Crime, Dystopian, Economy, Surveillance, Utopian","Intimate, Intrusive, Oppressive, Prosocial, Protective","Gnomon (Inspector Neith looks into the camera), Gnomon (forensic investigation of Diana Hunter)","2637, 2638","Mielikki Neith (Gnomon), Diana Hunter (Gnomon), Unnamed technician (Gnomon)","2634, 2633, 2639"
1538,"Gradient Ascent",2017,"United Kingdom","Art, Video art","Machine learning","Camera, UGV","AI, Autonomous vehicles","Alien, Wondrous","Gradient Ascent (self-driving car)",2771,,
135,"Horizon Zero Dawn",2017,Netherlands,Game,"AI, Augmented reality, Biometrics, Holograms",,"AI, Animals, Conflict, Family, Identity, Nature, Robots/androids","Alien, Helpful, Intimate","Horizon Zero Dawn (Focus technology), Horizon Zero Dawn (Faulty Identiscan), Horizon Zero Dawn (Identiscan)","278, 3236, 3235","Aloy, Machine animals","277, 2734"
1502,HyperFace,2017,"United States, Germany",Art,"Facial recognition",,"AI, Hacking","Flawed, Intrusive","HyperFace (camouflage to avoid facial recognition)",1553,,
821,Incoming,2017,Ireland,"Art, Video art","Non-Visible Spectrum","Non-Visible Spectrum","Conflict, Surveillance, War","Intimate, Intrusive","Incoming (Thermal imaging of refugees)",820,"Refugees (Incoming)",819
123,Lauren,2017,"United States","Art, Performance art",,"Surveillance cameras","Companionship, Empathy, Labour, Surveillance","Helpful, Intimate","Lauren (Lauren replacing AI)",446,"""Lauren McCarthy""",445
1494,"Learning to See: Gloomy Sunday",2017,"Turkey, United Kingdom","Art, Video art, Installation art",,"Image generation, Machine learning","AI, Consciousness, Nature, Playful",Wondrous,"Learning to See: Gloomy Sunday (Machine learns to see)",1075,,
1178,"Mass Effect: Andromeda",2017,Canada,Game,"AI, Body scans, Holograms, Object recognition",,"AI, Nature, Race, War","Empowering, Helpful","Mass Effect: Andromeda (Omni-tool scanner), Mass Effect: Andromeda (Virtual intelligence hologram assistant), Mass Effect: Andromeda (Alien mimics hologram of human)","3075, 3076, 3077","Sara/Scott Ryder, Aliens, Avina","3074, 770, 3229"
213,"MegaPixels: Faces",2017,"United States, Germany","Art, Installation art",,"Facial recognition, Machine learning","AI, Identity, Surveillance","Intimate, Intrusive, Subversive","MegaPixels: Faces (Matching faces)",258,,
597,"NAMAHAGE in Tokyo",2017,Japan,"Art, Video art, Performance art","Facial recognition, Surveillance cameras",,"City, Hacking, Horror, Social Media, Surveillance","Hostile, Intrusive, Protective","NAMAHAGE (Namahage surveilling  and diciplining ""bad adults"")",651,"Namahage, Adult Tokyo population, Akihabara (NAMAHAGE in Tokyo)","649, 650, 2846"
3067,"Neuro Mirror",2017,Austria,"Art, Installation art",AI,"Camera, Facial recognition, Image generation, Machine learning","AI, Consciousness",Intimate,"Neuro Mirror (Past, Present, Future)",3068,,
129,"NieR: Automata",2017,Japan,Game,"AI, Augmented reality, Drones, Holograms",,"AI, Conflict, Consciousness, Free will, Physical violence, Robots/androids, War",Helpful,"NieR: Automata (Drone scan), NieR: Automata (Holographic Red Girls), NieR: Automata (Fighting AI in hacking space)","1470, 2732, 3248","2B, 9S, A2, Pod 042, Red Girls","1468, 2731, 3247, 1469, 2733"
1496,"Optimising for Beauty",2017,"Turkey, United Kingdom","Art, Video art",,"Image generation, Machine learning",AI,"Flawed, Misleading","Optimising for Beauty (learning to see beauty)",1547,,
1227,"Probably Chelsea",2017,"United States","Art, Installation art",,"Biometrics, Image generation, Machine learning","Gender, Identity, Race","Flawed, Intrusive","Probably Chelsea (creating DNA 3D facial prints)",1229,"""Chelsea E. Manning""",1228
1031,"Public Waiters",2017,Norway,"Art, Video art",,"Object recognition","Automation, City, Labour",Helpful,"Public Waiters (Recognizing colors)",1030,,
1456,"Scanner Sombre",2017,"United Kingdom",Game,"3D scans, Non-Visible Spectrum","Virtual reality","Family, Grief, Horror","Alien, Empowering, Flawed, Wondrous","Scanner Sombre (LiDAR vision)",1467,,
1154,"Shapes of Things Before My Eyes",2017,"Austria, Serbia, Germany","Art, Video art",,"3D scans, Non-Visible Spectrum, UGV","Animals, Autonomous vehicles, Nature","Alien, Exciting","Shapes of Things Before My Eyes  (Wowbagger)",1155,,
1621,"Sight Machine",2017,"United States","Art, Performance art",,"3D scans, Biometrics, Emotion recognition, Facial recognition, Image generation, Machine learning, Motion tracking, Satellite images","AI, Surveillance","Flawed, Fun, Intrusive, Overwhelming, Wondrous","Sight Machine (AI analysing Kronos Quartet)",1622,"""Kronos Quartet""",1620
860,Slaughterbots,2017,"United States","Narrative, Online video","Drones, Facial recognition, Object recognition",,"AI, Autonomous vehicles, Conflict, Horror, Physical violence","Dangerous, Empowering, Hostile, Intrusive, Oppressive","Slaughterbots (Mom witnessing murder)",859,"Mom (Slaughterbots), Ollie","857, 858"
373,"Strange Beasts",2017,"United Kingdom","Narrative, Movie","Augmented reality, Ocular implant",,"Animals, Companionship","Intimate, Misleading, Prosocial","Strange Beasts (AR playtime in park)",374,"Victor Weber, Anna Weber","1523, 1524"
51,Tacoma,2017,"United States",Game,"AI, Augmented reality, Biometrics, Holograms, Motion tracking",,"AI, Automation, Consciousness, Free will","Intimate, Protective","Tacoma (Holographic memory), Tacoma (Bioscan), Tacoma (AR motion tracking)","1696, 2721, 3246","Amitjyoti ""Amy"" Ferrier, Natali Kuroshenko","1695, 2730"
371,"The Cell",2017,France,"Narrative, Music video","Body scans, Surveillance cameras","Non-Visible Spectrum","Social Media, Surveillance","Hostile, Intrusive, Oppressive","Gojira (Band filmed in infrared)",370,"""Gojira""",791
675,"The Circle",2017,"United States","Narrative, Movie","Augmented reality, Biometrics, Body scans, Cameraphone, Drones, Facial recognition, Satellite images, Surveillance cameras, Webcams",,"Companionship, Conflict, Free will, Labour, Social Media, Surveillance","Dangerous, Intimate, Intrusive, Overwhelming, Prosocial","The Circle (Killing Mercer), The Circle (Facial Recognition), The Circle (Mae goes transparent), The Circle (Mae accidentally broadcasts her parents having sex)","676, 2958, 2959, 2961","Mae Holland, Mercer, Renata, Mae's parents","673, 674, 2957, 2960"
1481,"The Murderbot Diaries (series)",2017,"United States","Narrative, Novel","AI, Body scans, Drones, Surveillance cameras",,"Companionship, Free will, Hacking, Physical violence, Robots/androids, Surveillance","Flawed, Helpful, Intrusive, Oppressive, Protective","The Murderbot Diaries (murderbots record everything), The Murderbot Diaries (Murderbot watches through security cameras), The Murderbot Diaries (Murderbot and ART hacks security cameras), The Murderbot Diaries (security cameras set-up), The Murderbot Diaries (Murderbot shares camera feed)","1587, 1588, 1589, 1590, 1592","Murderbot, Amena","1480, 1591"
229,"Tom Clancy's Ghost Recon Wildlands",2017,,Game,"Drones, Facial recognition, Non-Visible Spectrum, Surveillance cameras","Motion tracking","Conflict, Crime, Physical violence",Helpful,"Tom Clancy's Ghost Recon Wildlands (Drone vision), Tom Clancy's Ghost Recon Wildlands (Night/thermal vision)","724, 2737","Nomad, Holt, Midas, Weaver","720, 721, 722, 723"
20,"VFRAME – Visual Forensics and Advanced Metadata Extraction",2017,"United States, Germany",Art,,"Machine learning, Object recognition","Conflict, War","Helpful, Subversive","VFRAME – Visual Forensics and Advanced Metadata Extraction (Object recognition for illegal munitions)",526,,
1508,"WEARABLE FACE PROJECTOR",2017,China,Art,"Emotion recognition, Facial recognition",,"Hacking, Surveillance","Flawed, Intrusive","WEARABLE FACE PROJECTOR (wearing another face)",1550,,
943,"White Collar Crime Risk Zones",2017,"United States","Art, Installation art, Online art",,"Image generation, Machine learning","Crime, Economy, Identity","Helpful, Oppressive, Subversive","White Collar Crime Risk Zones (Predicting Financial Crime Faces)",942,"White Collar Criminal",2743
2068,"Six Wakes",2017,"United States","Narrative, Novel","AI, Camera",,"AI, Consciousness, Crime, Dystopian, Free will, Hacking, Physical violence","Creepy, Exciting, Intrusive, Misleading, Oppressive","Six Wakes (AI)",2211,IAN,2209
3087,"Have a Nice Day",2017,China,"Narrative, Movie","Non-Visible Spectrum, Surveillance cameras",,"City, Crime, Surveillance","Dangerous, Empowering, Intrusive","Have a Nice Day (Yellow Eye uses X-ray glasses and smashes cameras)",3088,"Huangyan (Yellow Eye)",3086
1918,Logan,2017,"United States","Narrative, Movie",Cameraphone,,"Conflict, Family, Grief, Identity",Protective,"Logan (Gabriela records with her cellphone camera)",2358,Gabriela,2357
2300,"Ghost in the Shell",2017,"United States","Narrative, Movie","Biometrics, Body scans, Holograms, Object recognition, Ocular implant",,"City, Cyborgs, Physical violence, Robots/androids","Dangerous, Helpful, Protective","Ghost in the Shell (3D scan using ocular glasses displaying the scan as a hologram), Ghost in the Shell (Ocular implant), Ghost in the Shell (Robot using object recognition), Ghost in the Shell (Controlling a robot through a hologram)","2315, 2317, 2320, 2322","Major, Batou, Cutter, Unnamed battlebot","2311, 2312, 2313, 3237"
1500,"ANONYMOUS: Anonymity scarf",2017,Netherlands,Art,"Facial recognition, Surveillance cameras",,"Hacking, Surveillance","Flawed, Intrusive","ANONYMOUS: Anonymity scarf (hiding from facial recognition)",1549,,
1975,"Órbita 9",2017,Spain,"Narrative, Movie","3D scans, Holograms, Image generation, Motion tracking, Surveillance cameras",,"Conflict, Dystopian, Surveillance","Helpful, Hostile","Órbita 9 (Robot Records and Projects Footage), Órbita 9 (Surveillance Cameras in Space Station), Órbita 9 (Motion Tracking in Therapy Session), Órbita 9 (Motion Tracking in Hostage Situation)","2109, 2110, 2189, 2190","Helena, Alex","2106, 2107"
2083,"Welcome to Your Authentic Indian ExperienceTM",2017,"United States","Narrative, Short story","Virtual reality",,"Dystopian, Identity","Creepy, Flawed, Subversive","Welcome to Your Authentic Indian ExperienceTM  (VR amusement park)",2513,"Jesse (Welcome to Your Authentic Indian ExperienceTM)",2082
2382,Srivalli,2017,India,"Narrative, Movie","Augmented reality, Biometrics, Body scans, Holograms, Non-Visible Spectrum",,"Consciousness, Family, Romantic relationship, Sex","Dangerous, Exciting, Helpful, Intrusive, Wondrous","Srivalli (Hologram depicting brainwaves) , Srivalli (Holographic brainwave experiment)","2393, 2395","Srivalli, Srivalli's little brother, Verma","2391, 2394, 2392"
